mass,width,length_cm,wavelength,bounciness,recoil,condensation,distance,target,location_Belgium,location_China,location_France,location_Germany,location_India,location_Italy,location_Japan,location_Russia,location_South Korea,location_United Kingdom,location_United States,surface_bumpy,surface_flat,surface_matte,surface_shiny,surface_spiky
495,78,104,613,48.26,55.62,64.34,16.39,widget4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
668,130,116,497,71.67,52.63,60.93,21.81,widget4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
633,109,88,663,34.11,49.02,6.33,49,widget3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
583,114,130,718,65.68,71.64,74.58,22.06,widget4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
420,111,81,509,60.34,57.84,26.26,50.09,widget3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
288,151,54,625,47.83,21.27,66.14,24.01,widget5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
403,106,153,649,28.42,46.74,48.43,52.33,widget1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
469,126,109,467,46.02,46.69,43.68,37.04,widget1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
446,143,158,578,37.36,60.17,25.21,48.2,widget7,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
405,151,154,609,50.45,43.44,52.17,30.02,widget1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
319,150,159,414,33.96,49.12,17.87,50.44,widget7,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
409,72,176,517,39.72,54.26,39.79,40.75,widget7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
660,142,124,618,22.74,61.79,59.3,52.85,widget1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
275,153,166,514,26.1,86.75,33.65,42.58,widget7,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
439,143,94,224,57.05,18.99,47.29,19.68,widget5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
556,132,120,485,59.11,58.96,43.59,53.37,widget3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
187,172,84,306,47.51,22.29,72.72,34.15,widget5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
456,211,122.567045,399,54.66,29.39,75.56,29.28,widget2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
441,118,94,535,81.25,48.66,31.96,35.76,widget3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
369,127,156,617,30.02,60.71,53.18,48.4,widget1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
467,171,99,553,79.66,43.03,72.3,22.13,widget5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
382,157,117,631,61.84,63.18,69.59,31.91,widget2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
447,184,109,558,47.62,48.96,47.58,33.09,widget2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
591,95,105,800,72.25,57.74,59.93,26.98,widget4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
419,190,103,496,54.57,28.6,62.25,26.98,widget2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
338,131,139,510,55.75,68.59,56.49,40.5,widget6,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
299,131,119,520,65.27,37.89,58.32,25.43,widget4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
469,146,75,620,70,38.84,24.47,40.02,widget3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
236,102,122.567045,731,71.66,56.06,46.54,26.84,widget4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
734,100,122.567045,714,75.17,47.51,57.77,19.72,widget4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
466,148,77,585,58.24,35.45,18.16,45.81,widget3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
498,137,63,584,36.73,35,47.15,25.24,widget5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
309,131,118,622,67.82,43.53,67.89,34.74,widget2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
681,67,94,547,27.31,28.62,44.48,48.35,widget1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
264,172,94,350,83.5,29.9,55.65,18.72,widget5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
192,144,184,621,40.37,52.75,51.43,59.72,widget7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
495,102,163,578,17.11,55.28,30.58,37.05,widget7,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
391,101,152,592,28.62,68.02,52.86,42.83,widget1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
500,113,135,763,39.47,33.82,49.36,25.84,widget1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
569,126,146,767,51.38,56.82,65.38,17.68,widget4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
505,168,98,708,58.58,44.15,62.52,46.96,widget2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
166,144,155,399,25.78,63.82,23.35,47.74,widget7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
344,194,121,622,78.88,24.13,64.93,41.03,widget2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
508,137,163,471,43,66.42,66.76,54.12,widget6,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
530,138,114,367,48.09,40.65,59.34,42.35,widget2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
499,123,144,600,25.16,29.56,25.26,49.33,widget1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
444,130,160,432,65.25,55.34,39.31,42.64,widget7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
424,196,104,560,76.24,38.16,43.64,40.11,widget2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
258,119,133,586,34.3,52.71,57.97,60.95,widget6,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
417,143,148,701,74.83,50.05,34.91,57.63,widget6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
577,114,137,518,42.29,32.56,37.63,32.67,widget1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
557,120,98,403,68.09,61.67,22.9,45.89,widget3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
352,84,153,651,65.53,45.62,57.55,26.83,widget4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
306,84,142,632,36.83,79.58,49.48,44.42,widget6,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
218,114,172,558,40.63,61.42,28.24,48.81,widget7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
552,120,105,713,63.86,41.23,47.76,22.83,widget4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
386,140,166,487,26.18,73.4,29.66,48.6,widget7,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
515,135,96,717,58.83,55.77,36.55,38.59,widget3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
386,127,84,499,71.41,61.96,10.55,47.83,widget3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
645,149,54,561,64.56,51.03,36.13,43,widget3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
493,152,101,485,61.96,33.74,74.67,24.94,widget5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
389,160,84,601,58.95,35.27,49.01,27.07,widget5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
677,184,95,461,68.72,38.79,47.94,46.59,widget3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
724,156,123,666,65.01,44.79,63.13,27.45,widget4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
417,143,113,459,81.03,37.97,59.96,35.09,widget2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
487,135,160,632,35.65,80.89,46.72,53.89,widget6,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
658,118,124,579,92.85,50.63,50.54,23.86,widget4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
658,142,85,647,63.65,56.23,70.72,25.75,widget4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
445,144,143,585,86.92,30.52,49.61,16.56,widget4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
608,129,139,762,83.6,55.5,83.31,33.37,widget4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
610,107,135,628,65.34,52.21,47.39,19.06,widget4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
586,93,129,615,68.91,41.6,52.45,22.58,widget4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
470,117,129,503,27.4,79.24,42.18,43.74,widget7,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
457,76,157,593,29.77,34.61,32.34,40.38,widget1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
204,136,142,572,38.72,70.31,45.4,36.88,widget7,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
370,159,136,709,34.42,38.83,45.51,52.15,widget1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
519,114,107,487,84.27,43.36,78.61,31.72,widget4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
472,80,149,523,54.66,46.12,18.52,33.24,widget1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
389,139,97,513,64.25,31.16,38.17,41.4,widget3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
490,132,124,478,36.67,44,60.8,52.92,widget6,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
446,206,135,397,80.85,23.22,59.09,39.64,widget2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
337,97,170,484,33.57,74.69,37.49,39.27,widget7,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
567,174,122.567045,454,77.81,20.81,52.49,11.91,widget5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
444,144,107,581,66.59,52.03,69.25,14.56,widget4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
633,108,128,599,51.75,31.27,29.47,41.07,widget1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
544,145,78,479,65.81,38.65,49.17,31.15,widget5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
427,163,142,574,64.74,54.59,62.13,58.12,widget6,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
364,115,130,664,21.06,31.38,51.42,53.43,widget1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
293,124,89,355,43.68,15.98,72.65,27.28,widget5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
266,143,100,541,74.51,33.73,49.52,17.41,widget5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
354,120,92,402,65.76,32.62,60.53,21.06,widget5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
525,91,166,492,39.66,65.93,24.56,51.03,widget7,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
503,183,91,517,47.01,47.41,44.5,49.2,widget3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
543,119,135,741,28.45,39.15,49.57,41.76,widget1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
229,130,165,495,21.2,57.14,29.76,44.23,widget7,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
198,131,135,479,31.45,76.07,41.91,45.54,widget7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
454,85,140,542,28.03,56.95,29.74,46.45,widget1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
491,157,122,334,67.45,50.88,43.1,39.72,widget2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
614,98,126,564,49.74,41.98,48.11,44.06,widget1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
590,126,120,503,28.43,55.86,49.9,26.37,widget4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
196,132,178,443,57.34,54.34,63.12,56.64,widget6,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
183,117,154,468,54.74,49.33,53.4,36.89,widget7,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
221,124,87,373,44.22,29.45,58.85,21.89,widget5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
568,102,137,634,81.64,48.81,60.37,20.91,widget4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
320,177,121,697,70.08,58.95,63.8,34.85,widget2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
505,143,98,363,50.43,65.85,35.2,47.35,widget3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
579,69,133,749,52.1,55.84,44.71,22.37,widget4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
498,146,123,865,71.65,41.05,63.26,27.97,widget4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
544,166,97,628,53.26,46.8,28.24,49.12,widget3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
350,164,116,558,51.82,60.44,41.84,56.74,widget3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
228,126,135,557,32.38,54.8,16.57,51.66,widget7,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
481,115,141,562,18.78,55.8,32.85,44.22,widget7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
469,84,148,592,27.85,70.86,24.1,37.23,widget7,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
243,98,96,412,79.78,21.57,47.92,21.62,widget5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
574,184,85,555,76.28,36.31,45.97,53.97,widget3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
275,71,150,535,23.94,52.87,43.74,50.91,widget1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
284,114,86,509,49.4,32.52,48.88,17.5,widget5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
277,134,150,752,32.12,61.66,33.1,52.09,widget7,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
411,120,93,505,69.6,24.92,78.73,13.82,widget5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
717,110,110,438,72.32,74.43,38.12,41.36,widget3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
410,147,142,469,39.01,45.62,61.66,47.2,widget6,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
601,188,123,311,73.74,28.37,56.58,32.27,widget2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
457,201,109,643,54.02,29.1,68.07,28.57,widget2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
357,150,160,464,36.29,68.09,39.41,41.31,widget7,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
707,146,131,748,33.73,39.58,31.34,25.76,widget1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
418,162,149,758,60.88,41.06,45.86,37.42,widget6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
554,169,75,752,80.16,68.62,45.31,48.99,widget3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
505,108,122.567045,448,36.24,79.04,23.93,49.46,widget7,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
294,168,121,576,71.62,48.02,79.19,34.77,widget2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
331,90,167,525,35.05,78.93,74.35,42.43,widget6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
385,169,83,524,77.02,29.24,23.75,47.54,widget3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
362,169,119,587,80.06,36.8,55.53,37.71,widget2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
326,138,145,623,34,41.53,63.9,53.88,widget6,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
533,184,82,602,57.93,64.05,26.59,34.86,widget3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
382,145,82,637,54.46,54.89,14.48,45.96,widget3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
553,124,126,677,30.97,56.37,53.39,43.62,widget7,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
573,109,122,448,38.36,34.84,59.14,52.13,widget1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
570,114,155,693,76.4,38.43,51.68,25.42,widget4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
384,160,108,303,74.86,29.23,49.15,17.17,widget5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
325,137,152,440,57.52,70.09,28.56,47.22,widget6,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
693,74,173,665,55.53,39.92,24.2,38.57,widget1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
586,107,166,748,22.59,26.27,37.73,47.98,widget1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
130,175,62,652,71.85,35.9,69.37,33.16,widget5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
400,139,122,589,51.37,65.33,65.28,37.62,widget4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
433,120,142,707,37.65,59.02,54.94,35.87,widget1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
537,130,140,566,35.11,70.02,43.66,41.35,widget6,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
439,131,85,636,56.17,60.81,68.05,16.05,widget4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
593,105,146,515,26.86,49,48.99,47.04,widget1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
571,86,120,627,85.44,59.31,51.34,18.65,widget4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
404,133,173,301,27.01,54.67,44.14,43.81,widget7,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
493,103,139,791,37.99,54.96,53.21,49.49,widget1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
629,174,106,429,70.03,62.03,18.08,57.94,widget3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
345,132,100,427,83.63,28.43,54.63,25.68,widget5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
599,94,152,661,23.74,47.08,31.11,35.68,widget1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
260,143,139,429,60.08,49.75,49,38.36,widget6,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
525,127,138,705,46.93,59.07,70.56,30.94,widget4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
291,160,168,487,40.96,71.36,43.02,49.17,widget7,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
346,145,88,811,58.87,38.28,14.56,43.45,widget3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
427,138,87,485,72.3,22.87,41.57,37.83,widget5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
338,98,173,531,29.14,54.55,23.99,48.97,widget7,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
504,203,71,664,78.57,65.84,34.7,41.04,widget3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
527,146,137,721,56.89,56.68,65.78,25.33,widget4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
369,122,137,463,45.97,56.13,53.98,56.06,widget6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
408,113,144,655,30.26,79.56,57.6,34.08,widget7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
255,131,132,535,50.82,69.95,57.15,61.95,widget6,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
452,154,81,496,60.69,50.04,29.43,43.38,widget3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
160,126,165,594,54.35,61.06,42.27,41.92,widget7,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
633,129,92,620,63.21,63.96,18.08,45.6,widget3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
449,103,147,728,44.99,38.92,32.83,48.59,widget1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
437,129,152,705,45.14,79.98,41.69,47.87,widget7,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
211,109,155,346,35.13,51.47,62.03,43.5,widget6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
285,141,160,278,23.96,41.93,12.59,49.34,widget7,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
409,131,141,390,48.79,60.63,37.99,61.1,widget1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
157,132,177,636,45.99,62.58,38.64,36.99,widget7,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
378,192,90,520,78.38,33.13,42.72,43.36,widget3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
440,103,117,709,61.67,76.66,60.08,30.48,widget4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
447,178,106,344,78.97,16.25,64.96,31.24,widget5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
364,186,71,528,47.57,65.69,44.59,35.2,widget3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
517,116,135,590,71.56,51.62,52.19,24.51,widget4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
435,161,144,550,56.89,38.28,78.69,47.96,widget2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
458,172,88,727,27.73,56.11,37.81,52.83,widget3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
472,157,178,524,46,75.86,44.49,39.47,widget7,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
339,217,122.567045,573,50.6,18.93,78.55,41.91,widget2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
455,124,140,753,79.27,50.39,68.52,30.93,widget4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
369,123,126,499,35.04,37.24,45.85,48.54,widget1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
412,151,131,429,88.28,69.65,74.17,23.94,widget4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
530,99,144,739,28.99,61.33,23.65,35.91,widget1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
545,148,122.567045,597,65.7,46.39,77.58,25.33,widget4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
223,135,102,558,60.84,39.08,54.32,29.48,widget5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
439,116,122.567045,758,24.76,55.15,39.15,46.33,widget1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
273,166,84,615,57.13,43.14,60.04,45.08,widget3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
667,124,141,576,35.95,32.11,24.32,53.36,widget1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
441,108,149,419,21.49,77.44,39.77,49.27,widget7,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
516,123,151,432,25.64,39.14,46.95,56.32,widget1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
209,157,120,612,18.08,84.99,31.37,39.09,widget7,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
384,187,109,576,72.28,26.93,66.59,39.16,widget2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
289,137,99,489,31.4,27.06,77.99,21.18,widget5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
458,100,135,624,54.69,46.53,35.46,45.85,widget1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
385,88,128,557,53.21,51.84,47.75,47.17,widget1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
329,208,122.567045,553,80.17,39.55,45.15,47.76,widget2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
505,149,146,639,58.34,59.86,50.98,47.24,widget6,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
495,127,132,578,31.19,37.04,38.22,57.18,widget1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
666,99,131,441,63.31,38.58,49.84,50.32,widget6,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
461,170,112,419,67.27,52.15,77.67,43.62,widget2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
286,148,144,642,51.15,86.79,53.55,41.09,widget7,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
85,179,74,515,40.18,30.72,48.83,25.06,widget5,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
291,123,168,480,40.41,58.16,32.59,41.7,widget7,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
675,100,107,584,59.24,43.51,75.75,21.66,widget4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
284,162,84,546,46.56,20.09,75.43,17.82,widget5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
544,148,108,585,55.19,51.3,63.16,25.75,widget4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
249,122,163,382,50.96,75.13,54.18,52.52,widget7,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
373,120,192,484,44.6,47.33,47.5,30.17,widget7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
214,97,149,573,53.12,69.23,68.11,56.23,widget6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
420,105,131,648,53.46,31.4,42.55,23.08,widget4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
555,113,178,575,10.12,47.88,35.37,37.03,widget7,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
288,216,114,567,62.22,66.14,50.37,47.49,widget2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
381,207,138,551,60.32,34.04,75.95,41.89,widget2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
571,159,150,530,33.25,84.51,19.18,34.33,widget7,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
426,115,138,493,59.24,69.03,48.75,56.56,widget6,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
284,143,148,726,62.88,68.4,43.18,53.97,widget6,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
347,115,163,356,39.18,79.28,50.63,43.15,widget7,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
567,122,86,514,67.48,46.96,33.36,48.01,widget3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
459,178,149,564,49.38,72.42,34.24,68.48,widget6,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
481,118,148,683,79.59,37.29,73.42,19.54,widget4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
558,161,150,607,30.34,51.28,61.41,49.58,widget7,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
621,157,88,716,73.1,36.52,39.69,49.2,widget3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
689,104,125,585,56.59,57.77,62.89,28.62,widget4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
452,196,128,635,82.44,32.06,62.82,42.84,widget2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
200,158,91,646,48.91,21.86,54.81,27.81,widget5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
534,122,147,795,68.63,51.45,29.56,55.29,widget1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
368,145,119,611,82.67,47.69,54.29,18.57,widget4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
